id,artist_id,album_title,genre,year_of_pub,num_of_tracks,num_of_sales,rolling_stone_critic,mtv_critic,music_maniac_critic
791,4300,Flippin' Pony Weird Find Cute Hook,Rock,2005,3,588808,4.5,2.5,4.0
792,27800,Indonesia Mix Moccasin Sing Dentist,Indie,2005,12,85917,2.0,1.5,4.0
793,1523,Distance,Punk,2009,6,998651,4.5,5.0,5.0
794,5945,Urdu Of Love History Fierce,J-Rock,2002,4,20387,3.0,3.0,5.0
795,35335,United Hunted,Pop,2017,14,154592,2.5,2.5,3.0
796,33060,That's my Loves Dominator Patrol Officer,Retro,2016,13,647361,1.5,1.0,5.0
797,46361,Chef Chichen Lexus,Latino,2019,2,145188,3.5,2.0,1.0
798,4391,I'm On Instagram Puma,Pop-Rock,2015,5,925746,2.0,4.0,3.5
799,7887,Israel Fear China,Pop-Rock,2009,13,614866,1.5,1.5,2.5
800,3529,Sa’idi The Direful The Queen Time,Hard Rock,2010,12,184676,5.0,4.5,1.0
801,17980,Of Big Messy DJ Mix,Black Metal,2008,14,589674,1.5,4.0,4.5
802,34147,Relax Estar Saudi,Country,2010,5,308999,1.5,3.5,4.5
803,36582,Sheet,Folk,2008,5,593798,0.5,2.0,2.0
804,6218,Living On A Prayer,Pop,2000,8,49041,5.0,5.0,1.5
805,9170,Than Matteo The Long And Winding Road Soprattutto,Holy Metal,2017,11,780852,1.5,2.0,0.5
806,37955,Bring me Sunshine kneel That Doggies Miss Johnson,Black Metal,2006,12,178175,3.5,4.0,1.0
807,8512,Boring,Pop,2012,9,479599,4.0,1.0,3.5
808,27600,Zinc,Latino,2005,8,273834,1.0,0.5,2.5
809,10835,Entire Doggies,Pop,2001,14,890417,3.5,3.5,5.0
810,31,To my Beloved Bless Bus Spread Sister,Rap,2009,9,277441,3.0,4.0,0.5
811,12523,Lucky Sheep Topolino Pleasant Forget It,Boy Band,2006,15,949931,3.5,1.0,0.5
812,30424,Joy About Like Rock 'n' Roll,Indie,2008,5,691955,3.5,3.5,2.5
813,37660,Assistant Detailed,Indie,2006,10,956623,4.0,4.0,3.0
814,86,Human MINI Microwave FAW,Indie,2018,10,535760,3.5,4.0,1.0
815,32842,Strict Successful,Death Metal,2005,15,569546,2.5,1.0,3.5
816,5223,Discovery,Rap,2002,5,54532,2.5,3.0,2.5
817,34427,Powerful Sorry Electrician,Gospel,2001,5,918946,0.5,2.0,1.5
818,33288,About a Lonely Fishrman Goblin,Brit-Pop,2013,10,439812,1.5,4.0,5.0
819,17018,Pakistan Ampelmann Scarce Escuchame,Indie,2002,8,751968,3.0,1.0,5.0
820,1853,Behind The Real Neesan,J-Rock,2009,10,503583,5.0,4.5,2.5
821,11358,Lover Adventure of the Support,Progressive,2000,11,919643,2.0,3.5,4.0
822,24514,Bongo Bongo Cadillac,Blues,2007,9,23997,3.5,1.0,2.0
823,9337,Amore Dolor,Latino,2006,14,668002,3.5,2.5,2.0
824,840,China,Western,2010,6,189496,3.0,0.5,5.0
825,39141,Crying for the Pharmacist,Retro,2007,9,51178,3.0,5.0,5.0
826,43224,Stick,Live,2004,15,811159,1.0,2.5,5.0
827,8943,Maximus Good Historical,Gospel,2017,13,747906,1.5,3.0,5.0
828,26899,Waterbuck Cuddly,Pop,2011,2,374433,1.0,5.0,3.5
829,5506,Moccasin Parakeet Complete Helpful Legalization,Latino,2018,4,821767,3.0,4.0,2.5
830,18307,Goblin Arise From Italy,Rap,2000,11,576101,4.5,0.5,2.0
831,24319,Rhinoceros,Progressive,2004,4,836853,2.5,5.0,1.5
832,40591,Tree,Alternative,2001,9,47091,3.5,3.0,3.0
833,14985,Jewel Bring me Sunshine Singapore Honda Technical,Pop-Rock,2015,13,895811,1.5,2.5,1.5
834,31860,Good Believe Adjoining Poland,Brit-Pop,2000,9,830157,3.0,1.0,3.0
835,21956,In Your Eyes,Black Metal,2007,3,700810,5.0,1.0,3.5
836,42032,Morgan Of Love Majestic Human Sing,Rap,2015,10,989624,2.5,5.0,3.0
837,41032,Sound Realistic Chemist Dark Turquoise,Latino,2007,2,240028,4.0,2.5,1.0
838,544,Try Cadillac,Pop,2017,5,183366,1.0,3.0,2.0
839,8909,Gatto In the Sky Running In the Sky Purple,Retro,2009,4,115965,4.5,4.5,1.5
840,9122,History Boring In the Sky,Live,2011,5,205134,1.5,2.0,1.5
841,23539,Zelda Power Of Darkness Arabic,Heavy Metal,2018,13,76747,2.5,3.0,0.5
842,5575,Summer,Hard Rock,2010,3,370096,2.5,3.0,1.0
843,26885,Arabic,Indietronica,2002,14,793974,2.5,3.5,2.5
844,31437,Present Assistant So Long my Black Blue,Latino,2013,6,345590,3.5,5.0,3.5
845,26953,Search Relax Fiat Killer Zebu,Rock,2008,5,674352,2.0,1.0,3.5
846,22507,Gentle Competitive,Dance,2011,15,564751,1.0,1.5,3.5
847,39795,Successful Kicking your Unfair,Unplugged,2019,15,365075,1.0,5.0,2.0
848,37366,Available Balance Bless Of Death Marketing,Western,2009,3,423228,5.0,5.0,1.0
849,39785,Cute India Familiar Tree Reforge,Folk,2000,5,962267,3.5,2.5,0.5
850,45668,Vauxhall Forgive Confident Sheet Country,Deep House,2011,6,949116,1.5,1.0,2.5
851,32067,Entertaining Melayu,Pop,2013,6,75560,2.0,3.5,1.5
852,42175,Messy Of Love,Indie,2004,14,299921,4.0,2.5,0.5
853,37094,Aboriginal As Of Rock Is My Religion,Heavy Metal,2011,15,804812,5.0,2.5,4.5
854,7954,Stars Rat Impressive,Compilation,2005,5,188218,1.5,4.0,4.0
855,1243,Different Adjoining Bless Morocco Additional,Pop-Rock,2013,2,840791,2.0,4.0,5.0
856,16188,Human MINI Microwave FAW,Indie,2007,6,840734,2.5,3.5,1.5
857,37559,Oryx History Dreamed Behind,Holy Metal,2012,13,873956,1.5,5.0,2.0
858,36284,Try Cadillac,Pop,2006,4,750878,4.5,0.5,1.0
859,48276,Human MINI Microwave FAW,Indie,2015,13,744568,5.0,1.0,5.0
860,19888,Lawyer,Hard Rock,2019,15,100635,2.5,3.5,3.5
861,41815,The Ballad Of Super Bella,Death Metal,2002,2,678268,1.5,3.5,4.5
862,44355,Electronic Consistent Significant Fireman Matter,Alternative,2016,9,266634,4.0,2.5,1.0
863,7093,Human MINI Microwave FAW,Indie,2002,8,440611,4.0,5.0,5.0
864,30601,The Story of Relax Electrical Don't You,Pop,2015,15,669311,1.0,4.5,3.5
865,38075,Iceland My Life Zeus Sings,Rap,2003,10,492249,3.0,4.5,2.0
866,10086,House RULEZ,Deep House,2005,14,488392,4.0,0.5,3.5
867,31230,That's my Cool I think,Compilation,2008,12,945564,2.5,3.0,4.0
868,8814,Upset Califiornia Too Much Relax,Jazz,2001,2,12383,3.0,4.5,2.0
869,3542,Move Like a Legs Bird Wonderful Dolls,Gospel,2017,5,143687,2.0,3.0,4.0
870,2083,Every Richer Mister,Latino,2000,13,452980,0.5,2.0,3.5
871,7893,Try Cadillac,Pop,2002,11,289598,2.5,3.5,1.0
872,8660,Gentle Magical Complete Coach,Indie,2010,3,277703,3.0,3.5,2.5
873,29355,Helpful,Western,2000,11,737349,2.5,3.0,1.5
874,34987,Social Worker Realistic Happy,Pop,2005,11,249608,3.0,1.0,4.5
875,36741,Global Arms,Alternative,2001,5,950801,2.5,0.5,3.0
876,6826,Doggies Assistant Clam Competitive,Techno,2017,15,487746,2.0,3.0,1.0
877,49709,Miss Johnson Expelli Armus Jewel Story of,Compilation,2010,13,724976,2.5,1.5,4.0
878,2116,Lover Barbie Of Rock,Rock,2007,9,465116,4.0,1.5,0.5
879,47867,My East Indian Boy,Punk,2015,4,233657,1.0,2.5,5.0
880,19537,Elk Colouring Orange,Alternative,2016,2,222834,2.5,5.0,4.0
881,38852,Price Eastern Practical Yesterday Escaped,Folk,2007,3,196378,4.5,3.5,1.5
882,31418,Adjoining,Electro-Pop,2010,5,304031,4.0,4.0,3.5
883,16679,Editor Ametista To my Beloved Reasonable,Gospel,2007,13,657000,2.5,5.0,0.5
884,30578,Unfair Powerful Complete Rock China,Boy Band,2001,11,176284,3.0,4.0,3.5
885,4030,Steer Capybara Mental,K-Pop,2006,13,370080,3.5,2.0,1.0
886,27388,Pencil Of Abuse Eleven,Metal,2018,15,67167,4.0,4.0,0.5
887,25633,Afraid,Dance,2004,13,833821,0.5,2.5,5.0
888,17328,Subaru Terrible Polish Form Iceland,Indietronica,2019,6,184148,1.0,3.5,1.0
889,25140,Beer Vanuatu,Metal,2011,9,2389,1.5,2.5,3.5
890,44566,Alleged Pleasant Infiniti China,Alternative,2009,14,661796,4.0,3.5,2.5
891,37514,I'm On Instagram Puma,Pop-Rock,2006,3,32956,5.0,4.5,4.5
892,37257,Editor Plumber,Trap,2008,12,391805,2.0,5.0,3.5
893,32346,About a Lonely Fishrman Goblin,Brit-Pop,2017,12,593334,4.0,2.0,4.5
894,16950,Secretive Hunter Ewe,Rap,2018,12,432023,3.0,2.0,2.5
895,27059,North Levantine Rupert,Brit-Pop,2002,2,271099,2.5,2.5,4.0
896,48849,Elk Of Destiny Lovers Coati I Gotta Feeling,Rap,2015,4,302551,3.5,4.5,2.5
897,3420,Arrange Kicking your Messy Califiornia,Rock,2019,11,803250,0.5,0.5,1.5
898,11977,Dancer Full of,Gospel,2006,7,609998,5.0,2.0,3.5
899,33308,Purple Big Dreamed Tiger,Indietronica,2005,14,491692,3.5,0.5,4.0
900,7984,Strong Rare,Lounge,2014,8,438901,1.5,1.5,2.5
901,40633,Down into the Mercedes Invention Yellow Lovers,Indietronica,2004,2,851716,1.5,4.0,3.0
902,11287,Technical Yesterday Critical Wild And,Jazz,2016,12,696965,4.5,5.0,2.0
903,35995,Print China Yellow,Progressive,2016,3,335009,0.5,1.0,2.0
904,11002,Small Chip,Alternative,2004,12,12815,2.0,3.5,2.0
905,23895,Blue Loves,Jazz,2013,7,893087,3.0,3.5,3.0
906,25145,Jinyu Heart Adjoining,Blues,2012,14,875723,3.0,3.0,4.0
907,7461,Beyond Terrible Horses Candy,Hard Rock,2006,9,175422,1.5,3.5,4.5
908,16645,Spain,Pop,2001,7,483452,4.5,5.0,3.5
909,3636,Legal Zeus Magenta,Folk,2012,13,478565,1.0,2.0,4.5
910,20534,Nervous In the Sky Dreamed Massive,Techno,2009,4,490875,4.5,5.0,4.0
911,12608,Color Falling in Love with Gentle More Spider,Death Metal,2016,10,723055,1.5,4.0,1.5
912,8589,Pencil Nepali,Indie,2015,13,506600,2.0,4.5,3.5
913,6899,Persian And Overflow Girls Throw Me,Deep House,2018,10,21669,5.0,3.0,0.5
914,739,Human MINI Microwave FAW,Indie,2011,3,269986,4.5,3.0,1.5
915,38015,Saudi DJ Mix Distance Bangladesh Fitness Trainer,Gospel,2001,13,613126,1.0,0.5,0.5
916,34560,known Urdu Reporter My,K-Pop,2003,13,112801,3.0,4.0,2.5
917,27505,Moustache Love Riding Road,Hard Rock,2012,3,5501,2.5,3.5,0.5
918,1062,Marigold The Manigold Better have,Western,2008,8,812687,4.0,0.5,5.0
919,6695,Chevrolet Bertie-Face,Unplugged,2003,10,676514,0.5,4.5,0.5
920,2337,Lover Barbie Of Rock,Rock,2013,13,195186,4.5,1.0,1.0
921,32310,I'm On Instagram Puma,Pop-Rock,2010,2,165714,3.0,2.0,2.0
922,28748,Intelligent,Jazz,2011,5,71670,2.0,3.0,4.5
923,27324,Richer Urdu Hebrew,Black Metal,2017,3,18770,3.5,2.5,3.5
924,12914,Terrible MINI Needy,Compilation,2012,4,496588,4.0,0.5,4.0
925,37083,Dramatic,Pop,2004,9,127245,3.5,3.5,2.5
926,4883,Dramatic Significant Of Love Lovers Print,Brit-Pop,2013,5,612261,1.0,1.5,4.5
927,24209,I'm Unfair Of Love Italian,Western,2005,4,320454,1.5,0.5,0.5
928,17793,Bongo Bongo Cadillac,Blues,2007,11,542357,1.0,3.0,1.5
929,33749,Zelda Power Of Darkness Arabic,Heavy Metal,2018,15,646722,1.5,5.0,2.0
930,33841,Talented Camel Engineer,Pop-Rock,2007,9,561030,4.5,2.0,2.5
931,6953,Sudden First to Connect Not my,Pop-Rock,2019,2,889512,5.0,1.5,3.0
932,2710,Similar,Rock,2000,15,694310,4.0,4.5,0.5
933,37858,Cute Desperate Infiniti Form,Gospel,2015,13,493236,1.0,0.5,4.0
934,13417,Budget analyst Chrysler Jewel Medalion,Latino,2011,13,956150,0.5,4.5,1.0
935,41802,Tomorrow Analyst Adventure of the Automatic Melayu,Rap,2008,7,778804,5.0,2.0,0.5
936,3027,Lamb Joy Pencil Pig Latin Guitar,Compilation,2009,14,189831,3.5,4.0,2.5
937,24668,Ride Forgive Medical Sonographer,Compilation,2014,6,960918,1.0,1.0,1.5
938,46262,Robbers Don't Forget the,Boy Band,2014,15,474338,5.0,3.5,3.5
939,4336,Georgian Bosnian Excalibur Seat Lexus,Rap,2019,3,103386,4.5,4.0,4.0
940,3438,Purple Too Much The Story of,Pop,2015,4,220024,4.5,3.5,4.5
941,40517,China Intelligent,Indie,2000,3,861919,0.5,3.0,4.5
942,7320,Suzuki,K-Pop,2005,5,488876,2.0,0.5,4.0
943,43753,Icelandic Loves Catch me Familiar Gan,Pop,2015,6,419155,1.5,2.0,2.0
944,4142,Play Go! Min Nan Administrator Adjoining,Parody,2006,14,838239,3.5,3.5,5.0
945,33828,Entertaining Electronic Chinchilla Believe,Blues,2013,9,404936,0.5,4.0,2.0
946,26104,Driving the At Sa’idi Alpaca,J-Rock,2017,14,52839,4.5,4.0,1.0
947,48173,Please Georgian Sheet Drafter Weird,Latino,2009,5,148908,3.5,0.5,4.5
948,11115,Star Trek Aboriginal Island,Compilation,2016,12,684527,4.5,1.0,2.0
949,37979,Fiat Reporter Blue,Country,2012,14,202454,2.5,1.0,1.5
950,21531,Careful Public Relations Specialist Animals Foreign,Gospel,2004,5,16283,1.0,1.0,2.0
951,48603,Behind The Real Neesan,J-Rock,2008,3,884537,1.5,4.0,1.0
952,12272,Need Mandarin Chameleon That's my Boring,Deep House,2003,3,181211,3.5,3.5,3.5
953,10710,Like Spaghetti Belief Form,Brit-Pop,2013,13,299728,0.5,4.5,3.0
954,23182,Hebrew Albanian Zeus Odd,Pop,2015,11,551655,1.5,2.0,5.0
955,28097,Spanish Gnu Poland Pahari Week,Alternative,2012,7,276627,4.0,2.0,2.0
956,21124,Willing Accurate Lovers Of Thunder Barbie,Rap,2016,8,549351,4.0,1.0,4.0
957,19520,As Prince Of Music Wild And Wand,Rock,2019,5,23312,3.5,4.5,2.5
958,12858,Bless Insurance Microwave,Gospel,2000,2,654811,0.5,2.0,1.0
959,40088,Italian Cashier Forgive Of Destiny Legs,Rap,2011,5,280263,1.0,4.0,3.0
960,27661,House RULEZ,Deep House,2011,11,424432,3.0,4.0,5.0
961,30397,At Home In the Sky Fluffy,Hard Rock,2011,8,794620,2.0,1.5,5.0
962,37682,Raccolta Bis,Compilation,2017,10,83098,0.5,5.0,1.5
963,40891,Follow Photographer Expensive Significant,Indie,2010,8,614523,5.0,0.5,5.0
964,46523,Psychologist Shy,Hard Rock,2019,3,567673,5.0,3.0,2.0
965,35787,Steel Vanuatu China,Heavy Metal,2003,12,323155,2.5,4.0,1.0
966,22313,Suspicious Like Hook Gentle Audi,J-Rock,2015,6,844942,2.5,3.5,3.0
967,33239,Purple Big Dreamed Tiger,Indietronica,2006,6,346838,2.0,1.5,3.5
968,28936,Practical Son,Gospel,2013,10,113911,4.0,3.0,3.0
969,35265,Stealing your Loves Show,Dance,2009,14,103368,4.0,5.0,1.0
970,36010,Yellow Muddy,Pop,2017,9,736202,1.0,4.5,3.5
971,10312,Practical Spread Magyar Hungarian Overflow,Rap,2019,5,69286,1.0,1.5,0.5
972,17068,Albanian Arm Hunted,Metal,2008,6,342399,1.5,5.0,3.0
973,4445,Electrical Immediate Steel,Dance,2007,2,536201,4.0,3.0,3.0
974,44156,Dutch Orange Needy Bulgarian Embarrassed,Live,2019,13,959302,1.5,2.5,4.5
975,34515,Allegretto In the Night DJ Mix Creator Heat,Indie,2002,7,978656,2.5,1.5,3.5
976,1156,Gonna Better Off,Rock,2018,5,790751,3.5,5.0,2.5
977,7136,Lamacorno Findus Yellow Alpaca,Trap,2007,8,356909,4.5,4.0,3.5
978,16044,Hungry Sky Jordan Mandarin,Rock,2011,2,361799,0.5,2.5,3.0
979,38744,Don't Touch My Nove Millimetri,Western,2001,9,202859,2.0,1.0,1.5
980,26693,Purple Big Dreamed Tiger,Indietronica,2006,5,300207,3.5,0.5,2.5
981,36034,Alan,Metal,2010,8,447787,4.5,4.0,0.5
982,25911,Squirrel Malay Ermine Turkmen Poor,Latino,2018,14,249602,2.0,3.0,4.0
983,35292,Pencil Lovers,Electro-Pop,2013,7,130773,0.5,0.5,5.0
984,38441,In the Sky,Progressive,2002,12,11938,1.0,3.5,1.5
985,38949,Environmental Bertie Said Isuzu,Rap,2007,8,625683,0.5,2.0,2.5
986,27684,Insurance Primrose Bahasa Mongolia,Indie,2011,15,911084,2.5,2.0,1.0
987,28161,Sa’idi Ambra,Metal,2005,3,84572,5.0,3.5,1.0
988,15516,Zelda Power Of Darkness Arabic,Heavy Metal,2001,15,514393,3.5,0.5,2.5
989,6911,Impossible The Long And Winding Road Slovakia Federal,Jazz,2010,8,759441,1.5,2.0,0.5
990,18146,Unlikely,Pop-Rock,2017,10,632261,4.5,4.5,2.5
991,17984,Psychological Arabic,Pop,2007,6,554212,1.0,0.5,1.5
992,36156,Tiny Behind,Dance,2016,4,481621,0.5,0.5,4.0
993,2485,Geese,Punk,2014,4,241142,5.0,1.5,4.5
994,10643,Sexual Huge Believe Country Cultural,Dance,2010,15,652843,5.0,3.5,4.0
995,41735,Try Cadillac,Pop,2006,9,10494,2.5,1.5,4.0
996,44418,Lover Detailed,Pop,2005,9,980886,1.0,5.0,2.0
997,28077,Arabia Bulgaria Intelligent Panther Tiny,Pop,2019,8,886043,4.0,3.0,4.0
998,37051,I Gotta Feeling Brawny,Pop,2002,4,735898,1.5,3.5,1.5
999,36036,Riding The Matteo Of Fear,Electro-Pop,2004,14,851447,3.5,1.0,4.0
1000,34538,That's My Ultra-Maximus Lamb,Black Metal,2005,14,414491,3.5,3.5,0.5
1001,15275,Candy Elisa My Love,Dance,2002,9,322254,4.0,3.5,5.0
1002,34391,Loves Smart At My Old,Pop,2007,5,595223,3.0,3.5,1.0
1003,10295,South Levantine Albanian Kenworth,Metal,2001,3,860085,5.0,1.5,5.0
1004,16131,Inside Out History Chapter book,Compilation,2015,9,998441,0.5,4.0,2.5
1005,12322,Need Animals Ice Loves,Latino,2003,14,938069,2.5,5.0,3.0
1006,33997,Pahari Behind the Electrical Believe Darkness,Boy Band,2000,9,744943,1.0,1.0,2.0
1007,3236,Dodge Spoon Question Speech-Language Pathologist,Indie,2004,12,180540,2.0,4.0,1.0
1008,38523,Incredible,Techno,2015,10,738825,5.0,2.5,2.5
1009,47596,Discovery Legalization,Latino,2013,9,176542,4.5,0.5,1.5
1010,14210,South Levantine Dance The Pleasant,Live,2010,8,745105,3.5,3.0,0.5
1011,39269,Elementale Pleasant Desperate,Compilation,2005,11,367741,2.0,1.5,3.5
1012,23066,Lonely Algeria Principale Star Unable,Progressive,2004,11,337402,2.0,2.5,2.5
1013,4145,Pharmacist Final Form,Gospel,2005,11,793165,5.0,4.0,1.5
1014,33096,Embarrassed Bear Leopard,Electro-Pop,2017,5,327923,4.5,1.0,2.5
1015,48397,Dragon OCamel,Progressive,2017,6,180461,4.5,1.5,2.5
1016,14946,Next to Sister,Black Metal,2000,2,41508,5.0,0.5,1.5
1017,36782,Iceland Talented,Parody,2014,15,58036,1.0,5.0,2.0
1018,10933,Administrator Mandarin Chemist Bertie-Face Dolls,K-Pop,2013,6,520006,4.5,1.0,3.5
1019,22957,Practical,Gospel,2001,7,834977,2.0,0.5,5.0
1020,20129,Jinyu Intelligent Healthy Conscious Ugly,Rock,2007,6,542206,1.5,4.5,4.0
1021,17042,Sunshine Eyes,Boy Band,2009,7,713486,0.5,4.0,0.5
1022,7106,Of Love Mix Immediate Environmental The Long And Winding Road,Indie,2012,13,915311,5.0,1.0,2.5
1023,25297,Expensive Hungary Confident Magenta,Country,2006,8,548668,3.5,3.5,1.0
1024,8605,Strict Of Love Arabic Bless,Folk,2003,12,367025,2.5,2.0,2.0
1025,46589,At Home Entertaining,Dance,2003,6,327432,4.0,2.5,4.5
1026,9768,House RULEZ,Deep House,2008,14,685876,2.5,2.5,4.5
1027,8820,Try Cadillac,Pop,2009,4,418307,0.5,1.0,5.0
1028,26215,Electrician,Lounge,2016,6,639149,0.5,1.0,0.5
1029,13289,Massive Sorry You're Gonna,Retro,2009,8,869107,1.5,3.0,1.5
1030,14102,Bless Substance,K-Pop,2019,7,68221,2.5,0.5,0.5
1031,3305,Unlikely Bear Butch Cassidy and the Dance Kid Me Uzbekistan Mazda,Black Metal,2009,14,184578,4.0,1.5,3.5
1032,24238,Electrical,Pop-Rock,2018,9,808136,4.5,4.5,0.5
1033,4431,Don't You A Quiet China Fitness Trainer Buick,Boy Band,2015,12,240298,3.0,3.0,3.0
1034,29475,Loves Distance General Motors,Rock,2008,8,80053,3.0,3.0,0.5
1035,18236,Marketing Remake Huge Loves Rare,Parody,2019,13,902909,3.0,2.5,2.0
1036,2392,Majestic State of Traditional,Jazz,2005,4,349570,0.5,1.5,5.0
1037,19279,Fiat Honored Pleasant,Pop,2012,2,784486,4.0,3.0,3.0
1038,43753,Mindless Relax Way Oryx,Punk,2011,6,234842,2.0,1.0,0.5
1039,44672,Israel Size Pakistan Secret Eleven,Parody,2008,3,601052,3.5,4.5,5.0
1040,1334,Maintenance & Repair Worker Rare Miss Johnson,Indie,2018,10,15120,4.5,2.0,2.0
1041,41142,Girl Dancer Yellow American Boy,Pop,2017,5,589900,1.0,0.5,2.0
1042,20902,Charming,J-Rock,2000,10,696338,4.0,2.5,3.0
1043,18992,Fear Lover At Home Boy,Jazz,2006,3,874563,5.0,3.0,4.0
1044,35072,Song Middle School Teacher Boring DJ Mix,Techno,2013,8,264521,4.5,4.0,1.0
1045,18828,Try Cadillac,Pop,2001,10,336267,1.0,4.5,1.5
1046,14172,Verdura in Da Jeans,Parody,2013,11,872744,0.5,1.5,2.5
1047,6673,Support Eastern Able Jamila Forgive Swedish,Dance,2010,12,253785,3.5,2.5,0.5
1048,4249,Of Love To my Best,Indie,2014,8,197468,3.5,5.0,4.5
1049,4043,Don't Talk to Trick The Greater Of Love,Blues,2001,3,139903,3.0,2.5,1.5
1050,25177,Fear Lover At Home Boy,Jazz,2012,3,489202,1.5,2.5,4.5
1051,11048,General School Psychologist,Rap,2001,12,293587,3.0,4.5,2.0
1052,21570,Robbers Cute Dutch Historical Maintenance & Repair Worker,Pop,2000,10,53022,0.5,3.5,2.5
1053,9931,Talented Of Love School Psychologist Kicked,Pop,2016,13,642092,1.5,3.0,4.0
1054,47135,Malay,Black Metal,2011,3,600614,3.0,4.0,3.5
1055,31587,Bonjour Damoiselle Belle,Lounge,2002,11,69041,2.5,4.0,0.5
1056,17380,Deep Down the Pharmacist Malaysia,Western,2005,2,279900,2.0,0.5,1.0
1057,26723,Silence Balance Flippin' Pony Mazda Social Worker,Pop,2015,12,507068,0.5,1.5,2.0
1058,31601,MINI,Pop-Rock,2009,2,828501,0.5,0.5,4.5
1059,44906,DJ Mix Manager Son Different Totally,K-Pop,2009,9,802718,3.5,4.0,4.5
1060,21630,Impossible Editor,Live,2014,9,58633,3.0,2.5,2.0
1061,21835,Developer Italy,Rap,2010,10,678003,1.5,4.0,4.0
1062,17181,Potwari,Deep House,2003,7,347875,4.5,3.0,4.5
1063,11560,Play Consistent,Gospel,2017,13,305243,4.5,5.0,1.0
1064,11539,Former Does Of Rock Basic,Progressive,2010,13,922685,0.5,1.5,2.5
1065,42338,Loves Odd In the Sky Give me Yellow,Punk,2011,4,166152,3.5,3.5,4.0
1066,15746,Fire Drafter Ugly Icer,Live,2017,5,456018,3.0,3.5,2.5
1067,12685,Central Sick Daihatsu Speech-Language Pathologist,Latino,2005,7,271343,5.0,1.5,0.5
1068,24435,My,K-Pop,2006,13,401855,2.5,2.5,1.5
1069,42960,Sheep Reasonable Bahasa That's my Asleep,Brit-Pop,2017,2,486368,1.0,2.0,2.0
1070,28001,Deep Down the Legs I used to My Fluffy,Pop,2010,14,835347,1.5,1.5,4.5
1071,33257,Pharmacist Final Form,Gospel,2019,2,188374,0.5,1.5,1.5
1072,49250,Impossible They Made Malay Eleven Relax,Indietronica,2005,6,656719,2.0,2.0,1.0
1073,19794,Little Yesterday The Electronic,Punk,2018,11,797158,4.0,4.5,5.0
1074,40092,Verdura in Da Jeans,Parody,2001,10,258527,0.5,3.5,4.0
1075,33878,Trick Don't Talk to Marigold The Manigold Gatto To my Best,Alternative,2006,7,531107,1.5,1.0,4.5
1076,49226,Bosnia and Herzegovina Indonesia Shield Confident Medical Sonographer,Punk,2008,15,444443,1.5,5.0,3.5
1077,16834,Totally Song Historical Moneyless,K-Pop,2011,4,991474,0.5,3.5,1.0
1078,22624,Computer Systems I'm They Unable,Western,2009,3,516529,2.0,2.5,4.5
1079,20379,Try Cadillac,Pop,2016,14,766611,2.5,2.0,0.5
1080,32778,Ugly Four Primrose Mandarin,Pop,2012,14,266853,1.0,2.0,1.0
1081,2177,I Ain't No,Parody,2017,4,187170,3.0,2.0,0.5
1082,46602,Inside the Under the Electrical,Pop,2003,5,175012,4.0,0.5,0.5
1083,26777,Jewel Dolls,Ambient,2009,11,245834,2.5,1.5,5.0
1084,31498,Chameleon,Pop,2008,6,714912,3.0,2.0,3.5
1085,41030,Purple Big Dreamed Tiger,Indietronica,2002,11,622776,0.5,3.0,2.0
1086,43404,Listen Pure Excalibur Find Mix,Progressive,2015,9,192267,3.0,1.0,2.5
1087,12744,To my Best Time High India Good,Parody,2013,2,972891,5.0,4.0,0.5
1088,44778,Inside Out Dancer Arabic,Indietronica,2016,7,699412,4.5,2.0,2.0
1089,20074,Let's Go Realistic Zeus,Punk,2003,9,723266,5.0,2.0,0.5
1090,24048,In the Sky Like Spaghetti Tree Shop Fish,Country,2018,4,402890,5.0,2.0,0.5
1091,8770,Turkish Arabia,Pop,2006,11,19599,0.5,4.0,4.0
1092,30160,Fitness Trainer Sudden,Dance,2013,10,792012,4.5,4.5,2.5
1093,22216,About a Lonely Fishrman Goblin,Brit-Pop,2013,3,639371,3.5,1.0,4.5
1094,19829,Psychedelic Nervous United Incredible Comprehensive,Trap,2014,14,661018,2.5,3.0,3.5
1095,16410,Wipe Lincoln Egypt Topolino,Rock,2001,13,613229,2.0,5.0,4.0
1096,34609,Bandicoot,Live,2018,13,708986,1.5,1.0,1.5
1097,9480,Lover,Jazz,2007,3,839215,1.5,5.0,0.5
1098,30740,Saudi Arrange Purple,K-Pop,2000,5,699461,2.5,4.0,1.0
1099,23475,Medical Uzbekistan Dragon,Indietronica,2003,6,744409,2.0,1.0,0.5
1100,7962,Elementale High,Pop,2013,8,554287,4.5,2.0,3.0
1101,47535,Powerful,Electro-Pop,2019,3,905832,1.5,4.5,0.5
1102,19265,Suspend Magical That's my Dacia,Holy Metal,2010,10,808722,1.0,3.5,3.0
1103,41545,Israel Elk Carpet,Heavy Metal,2014,13,42949,0.5,0.5,3.0
1104,45517,They Made Ugly,K-Pop,2018,13,82043,5.0,4.0,0.5
1105,17549,Candy Elisa My Love,Dance,2019,5,897314,1.0,1.0,2.0
1106,3623,Majestic Additional Human Existing Fierce,Blues,2018,7,840888,0.5,3.0,1.0
1107,41972,Uzbekistan Childcare worker Social Worker Mind,Blues,2009,8,969797,3.5,3.0,3.0
1108,9421,Tree,Jazz,2001,7,762833,3.5,2.0,1.0
1109,38621,Zelda Power Of Darkness Arabic,Heavy Metal,2000,14,772008,3.5,4.0,0.5
